cell_line_id,cell_line_name,organ,site_type,disease,age,sex,category,species
CVCL_C7WC,7 mel,Not specified,Metastatic,Cutaneous melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_1282,"HMV-II,HMV-2,HMVII,Human Melanoma Vagina-II",Vagina,In situ,Vaginal melanoma,65Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_4842,"HOMM,Human Okuno Malignant Melanoma","Uterus, cervix",In situ,Cervical melanoma,65Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_0851,"Hs 695T,Hs 695.T,Hs-695-T,HS-695T,HS 695T,Hs695T,HS695T,Hs695",Lymph node,Metastatic,Amelanotic melanoma,26Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_1040,"Hs 944.T,Hs-944-T,HS-944-T,HS 944T,Hs944T,HS944T,HS 944,Hs 944,HS944",,,Cutaneous melanoma,51Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_8718,"HS-Sch-2,HS-sch-2,HSSCH2","Peripheral nervous system, left sciatic nerve",Metastatic,Desmoplastic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_2H38,"HT168,HT-168",Lymph node,Metastatic,Amelanotic melanoma,43Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_2H39,"HT168-M1,M1",Lymph node,Metastatic,Amelanotic melanoma,43Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_0132,"A-375,A 375,A375,A375-MEL,A375-mel,A375mel,375","Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_E8SQ,"A-375 Human CD228,A375-CD228","Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_E8SR,"A-375 Human CLDN18.2,A375-CLDN18.2","Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_XZ66,"A-375 Human EGFR vIII,A375-EGFRVIII,U87MG Human EGFR vIII","Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_UD29,"A-375 KRAS p.G13D,A-375 KRASG13D,KRAS mutant-A375 Isogenic Cell Line","Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_UR34,"A-375 KRAS p.G13D-Luc2,KRAS mutant-A375 Isogenic-Luc2","Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_UD28,"A-375 MEK1 p.Q56P,A-375 MEK1Q56P,MEK1 Mutant-A375 Isogenic Cell Line","Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_JF22,"A-375 NRAS p.Q61K,A-375 NRASQ61K,NRAS mutant-A375 Isogenic Cell Line","Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_VR65,"A-375 NRAS p.Q61K-Luc2,NRAS-mutant-A375 Isogenic-Luc2","Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_C8WV,A-375-Luc,"Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_1059,"A2058,A 2058,A-2058",Lymph node,Metastatic,Amelanotic melanoma,43Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_XH73,"A2058-RFP/H2B-GFP,A2058(RFP/H2B-GFP)",Lymph node,Metastatic,Amelanotic melanoma,43Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_XH74,"A2058-RFP/H2B-GFP BrM,A2058(RFP/H2B-GFP) BrM",Lymph node,Metastatic,Amelanotic melanoma,43Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_LC86,"A375 NRAS (Q61K/+/+),NRAS (Q61K/+/+) A375","Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_C3DA,A375 NY-ESO-1 High,"Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_C3D8,"A375 NY-ESO-1 Knockout,A375 NY-ESO-1-/-","Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_C3D9,A375 NY-ESO-1 Low,"Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_C0Q6,A375 PLX/AZD-resistant,"Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_E8FX,"A375 RL,A375-RL","Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_C3EX,A375 Safe Harbor Landing Pad,"Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_C4RR,A375 XPA-mutated clone A3,"Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_C4RS,A375 XPA-mutated clone A9,"Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_C4RT,A375 XPA-mutated clone B1,"Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_R746,"A375-12R5-1,12R5-1","Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_R747,"A375-12R5-3,12R5-3","Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_R748,"A375-12R5-5,12R5-5","Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_R749,"A375-12R8-1,12R8-1","Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_R750,"A375-12R8-3,12R8-3","Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_R751,"A375-16R5-2,16R5-2","Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_R752,"A375-16R5-5,16R5-5","Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_R753,"A375-16R6-2,16R6-2","Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_R754,"A375-16R6-3,16R6-3","Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_R755,"A375-16R6-4,16R6-4","Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_2294,"A375-C5,A375Cl-5","Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_2295,A375-C6,"Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_QZ67,A375-eGFP-Puro,"Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_C8YB,"A375-ER-2,A375 SKIN CJ2,A375-CJ2","Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_QZ68,A375-Fluc-Neo/eGFP-Puro,"Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_QZ69,A375-Fluc-Neo/hNIS-Puro,"Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_QZ70,A375-Fluc-Puro,"Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_QZ71,A375-hNIS-Neo/eGFP-Puro,"Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_QZ72,A375-hNIS-Puro,"Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_QZ73,A375-iRFP-Neo,"Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_QZ74,A375-iRFP-Neo/Fluc-Puro,"Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_QZ75,A375-iRFP-Neo/hNIS-Puro,"Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_B7NR,"A375-Luc-RFP,Luciferase/tdTomato Dual-Reporter A375 Cell Line","Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_UR32,A375-Luc2,"Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_B222,"A375-M,A375M,A375m","Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_X494,"A375-MA1,A375-M1,MA-1","Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_X495,"A375-MA2,A375-M2,MA-2","Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_C7GI,A375-NTP-R,"Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_6233,"A375-P,A-375P,A375P,A375p","Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_6234,A375-R,"Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_A2CR,A375-R1,"Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_A1VP,"A375-RMR,A375 RMR,A375 SKIN CJ1,A375-CJ1","Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_B3PJ,"A375-RMR SCH 0.25,A375 SKIN CJ3,A375-CJ3","Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_5649,"A375-SM,A-375SM,A375SM","Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_AP96,A375-VR [2014],"Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_AQ00,A375-VR [2015],"Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_0136,"A375.S2,A-375.S2,A375-S2,A375S2,A375s2","Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_IW10,A375/R,"Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_C0RN,A375M1,"Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_C0RP,A375M2,"Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_RN37,A375P-5,"Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_5F66,"A375P-beta6/puro,A375Pbeta6puro","Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_E3GF,"A375P-puro,A375Ppuro","Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_R745,"A375PF11,A375 PF11","Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_Y439,A375S1,"Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_XE59,A375sci,"Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_B0ZF,"Abcam A-375 IL13RA2 KO,Human IL13RA2 knockout A375","Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_B7V4,"Abcam A-375 NT5E KO,Human NT5E knockout A375","Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_D6AF,"HyCyte A-375 KO-hSETD2,hSETD2 knockout A-375","Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_F1LQ,"HyCyte A-375 KO-hSYVN1,hSYVN1 knockout A-375","Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_E3GK,"HyCyte A-375-Luc,Luciferase Reporter A-375 Cell Line","Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_1303,"IGR-1,IGR 1,IGR1,Institut Gustave Roussy-1",Inguinal lymph node,Metastatic,Cutaneous melanoma,42Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_B5LI,"IGR-10,IGR 10,Institut Gustave Roussy-10",Inguinal lymph node,Metastatic,Cutaneous melanoma,42Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_RS51,IGR-1rCDDP2000,Inguinal lymph node,Metastatic,Cutaneous melanoma,42Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_RS52,IGR-1rDACARB40,Inguinal lymph node,Metastatic,Cutaneous melanoma,42Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_Y557,"IGR-2,IGR 2,Institut Gustave Roussy-2",Axillary lymph node,Metastatic,Cutaneous melanoma,55Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_Y558,"IGR-3,IGR 3,IGR3,IgR3,Institut Gustave Roussy-3",Skin,In situ,Cutaneous melanoma,60Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_GR46,"IGR-4,IGR 4,IGR4,Institut Gustave Roussy-4",Skin,In situ,Cutaneous melanoma,60Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_M213,"IPC-209,IPC 209",,,Cutaneous melanoma,60Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_M214,"IPC-285,IPC 285",,,Cutaneous melanoma,41Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_1307,"IPC-298,IPC 298,IPC298",,,Cutaneous melanoma,64Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_W797,J6,,,Cutaneous melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_GR47,JD-MEL,Skin,In situ,Cutaneous melanoma,15Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_D7DT,JKM86-4,"Leg, hypodermis",Metastatic,Cutaneous melanoma,65Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_D7DW,JKM86-9,Skin,Metastatic,Cutaneous melanoma,23Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_5142,K008,,,Cutaneous melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_M764,K028,,,Cutaneous melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_5143,K029,,,Cutaneous melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_8784,K029AX,,,Cutaneous melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_8785,K033,,,Cutaneous melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_W796,K19,,,Cutaneous melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_VP58,"KHm-4,KHm4",Skin,In situ,Cutaneous melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_ZJ05,LanthaScreen ERK2 A375,"Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_IP27,LAU-Me190,Cutaneous,Metastatic,Cutaneous melanoma,Age unspecified,Female,Cancer cell line,Homo sapiens (Human)
CVCL_IP28,LAU-Me200,Lymph node,Metastatic,Cutaneous melanoma,Age unspecified,Female,Cancer cell line,Homo sapiens (Human)
CVCL_IP29,LAU-Me204.A1,Cutaneous,Metastatic,Cutaneous melanoma,Age unspecified,Female,Cancer cell line,Homo sapiens (Human)
CVCL_IP30,LAU-Me215,Lymph node,Metastatic,Cutaneous melanoma,Age unspecified,Female,Cancer cell line,Homo sapiens (Human)
CVCL_DI17,"LAU-Me235,LAU63",Lymph node,Metastatic,Cutaneous melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_IP31,LAU-Me242.B1,Lymph node,Metastatic,Cutaneous melanoma,Age unspecified,Female,Cancer cell line,Homo sapiens (Human)
CVCL_IP32,LAU-Me243,Cutaneous,Metastatic,Cutaneous melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_DI18,"LAU-Me246.M1,LAU-Me246M1,LAU108",Cutaneous,Metastatic,Cutaneous melanoma,Age unspecified,Female,Cancer cell line,Homo sapiens (Human)
CVCL_IP33,LAU-Me248.3,Cutaneous,Metastatic,Cutaneous melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_S596,"LAU-Me260.LN,LAUMe260.LN,Me 260",Lymph node,Metastatic,Cutaneous melanoma,Age unspecified,Female,Cancer cell line,Homo sapiens (Human)
CVCL_IP34,LAU-Me261,Lymph node,Metastatic,Cutaneous melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_S597,"LAU-Me275,LAUMe275,Me275,Me 275,LAU50_1",Lymph node,Metastatic,Cutaneous melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_IP35,LAU-Me276,Lymph node,Metastatic,Cutaneous melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_DI20,"LAU-Me280.R.LN,LAU165",Lymph node,Metastatic,Cutaneous melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_IP36,LAU-Me281.M1,Cutaneous,Metastatic,Cutaneous melanoma,Age unspecified,Female,Cancer cell line,Homo sapiens (Human)
CVCL_IP37,LAU-Me281.M3,Cutaneous,Metastatic,Cutaneous melanoma,Age unspecified,Female,Cancer cell line,Homo sapiens (Human)
CVCL_S598,"LAU-Me290,Me 290,Me290",Lymph node,Metastatic,Cutaneous melanoma,Age unspecified,Female,Cancer cell line,Homo sapiens (Human)
CVCL_IP38,LAU-Me300,,,Cutaneous melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_IP39,LAU-Me305,Lymph node,Metastatic,Cutaneous melanoma,Age unspecified,Female,Cancer cell line,Homo sapiens (Human)
CVCL_IP40,LAU-Me312,Cutaneous,Metastatic,Cutaneous melanoma,Age unspecified,Female,Cancer cell line,Homo sapiens (Human)
CVCL_IP41,"LAU-Me317,LAU-Me317.M2",Cutaneous,Metastatic,Cutaneous melanoma,Age unspecified,Female,Cancer cell line,Homo sapiens (Human)
CVCL_IP42,LAU-Me337,Lymph node,Metastatic,Cutaneous melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_IP43,LAU-T1255A.b1,Lymph node,Metastatic,Cutaneous melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_IP44,LAU-T1255A.g2,Lymph node,Metastatic,Cutaneous melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_IP47,"LAU-T1262A,LAU-T1262 A",Lymph node,Metastatic,Cutaneous melanoma,Age unspecified,Female,Cancer cell line,Homo sapiens (Human)
CVCL_IP48,"LAU-T1262B,LAU-T1262 B",Lymph node,Metastatic,Cutaneous melanoma,Age unspecified,Female,Cancer cell line,Homo sapiens (Human)
CVCL_DI21,"LAU-T149D,LAU149",Viscera,Metastatic,Cutaneous melanoma,Age unspecified,Female,Cancer cell line,Homo sapiens (Human)
CVCL_IP49,LAU-T331A,Lymph node,Metastatic,Cutaneous melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_IP50,LAU-T333A,Cutaneous,Metastatic,Cutaneous melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_IP51,LAU-T42B,Lymph node,Metastatic,Cutaneous melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_IP52,LAU-T441A,Lymph node,Metastatic,Cutaneous melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_DI22,"LAU-T50B,LAU50_2",Lymph node,Metastatic,Cutaneous melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_DI23,"LAU-T618A,LAU618",Cutaneous,Metastatic,Cutaneous melanoma,Age unspecified,Female,Cancer cell line,Homo sapiens (Human)
CVCL_C5UE,"LB-MEL-1,LB-MEL 1",Skin,In situ,Cutaneous melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_C5UF,"LB-MEL-2,LB-MEL 2",Skin,In situ,Cutaneous melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_C5UG,"LB-MEL-3,LB-MEL 3",Skin,In situ,Cutaneous melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_C5UH,"LB-MEL-4,LB-MEL 4",Skin,In situ,Cutaneous melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_C5UI,"LB-MEL-5,LB-MEL 5",Skin,In situ,Cutaneous melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_C5UJ,"LB-MEL-6,LB-MEL 6",Skin,In situ,Cutaneous melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_YJ74,"LINTERNA A375,LINTERNA-A375","Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_D7E7,LLN-40,Eye,In situ,Ocular melanoma,42Y,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_D7E8,"LLN-40 C17-11,C17-11",Eye,In situ,Ocular melanoma,42Y,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_C7SD,LO #2,"Scapula, skin",Metastatic,Amelanotic melanoma,43Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_1381,"LOX-IMVI,LOX/IMVI,LOX IMVI,LOXIM-VI,LOXIMVI,LOX",Axillary lymph node,Metastatic,Amelanotic melanoma,58Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_D7EC,LSD-5,,,Ocular melanoma,35Y,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_1395,"M14,M14-MEL,UCLA-SO-M14,UCLA SO M14,UCLA-SO-14,UCLASO-M14,Melanoma 14,M-14","Right buttock, hypodermis",Metastatic,Amelanotic melanoma,33Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_A779,"M14-A,M14-ascitic form","Right buttock, hypodermis",Metastatic,Amelanotic melanoma,33Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_ZZ71,"M14-CDM,M14 CDM,M14-Chemically Defined Medium","Right buttock, hypodermis",Metastatic,Amelanotic melanoma,33Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_E3EC,M160,Axillary lymph node,Metastatic,Cutaneous melanoma,58Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_D029,"M18,EST133",,,Cutaneous melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_D030,M18/B7,,,Cutaneous melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_B415,"M19-MEL,M-19,M19",,,Amelanotic melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_RT32,M23,,,Cutaneous melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_D032,"M24,UCLA-SO-M24,UCLA-SO-24",Lymph node,Metastatic,Amelanotic melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_3915,"M24met,M24 met",Lymph node,Metastatic,Amelanotic melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_3916,M24met H1.11,Lymph node,Metastatic,Amelanotic melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_D4YG,"M2A5,A5",Skin,In situ,Cutaneous melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_3486,"M2A7,A7",Skin,In situ,Cutaneous melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_8336,"M3Da,M3 (Da.),M3Da.,M3Dau,M3",Skin,Metastatic,Amelanotic melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_B057,"M4A4,M-4A4","Right buttock, hypodermis",Metastatic,Amelanotic melanoma,33Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_B058,"M4A4 GFP,M4A4-GFP,M-4A4-GFP","Right buttock, hypodermis",Metastatic,Amelanotic melanoma,33Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_B059,M4A4 LM3-2 GFP,"Right buttock, hypodermis",Metastatic,Amelanotic melanoma,33Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_B060,M4A4 LM3-4 CL16 GFP,"Right buttock, hypodermis",Metastatic,Amelanotic melanoma,33Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_D034,"M6/B7,EST45",Lung,Metastatic,Cutaneous melanoma,50Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_D035,"M88,EST135",,,Cutaneous melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_A133,"Ma-Mel-11,MaMel-11,MaMel11",Lymph node,Metastatic,Amelanotic melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_A170,"Ma-Mel-35,Ma-Mel_35,Ma-Mel 35,MaMel35","Skin,Hypodermis","Metastatic,Metastatic",Amelanotic melanoma,72Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_F1H8,"MBBR3,Melanoma Biopsy BRAF Resistance 3","Back, hypodermis",Metastatic,Cutaneous melanoma,32Y,Female,Cancer cell line,Homo sapiens (Human)
